source_ticker,target_ticker,lag,correlation,pvalue,n
KLAC,ADI,1,-0.20114818044304697,0.20147823963172407,42
KLAC,AMAT,1,-0.10600066801660052,0.504058612871364,42
KLAC,AMD,1,-0.2179304181328812,0.1656072694567532,42
KLAC,AVGO,1,-0.2410315460575141,0.12412383272105054,42
KLAC,INTC,1,-0.01485963299736579,0.9255855903550883,42
KLAC,LRCX,1,-0.15725934620023366,0.3199276739321546,42
KLAC,MU,1,-0.18617478960053183,0.23780391866080874,42
KLAC,NVDA,1,-0.2857831862178841,0.06655520876801324,42
KLAC,QCOM,1,-0.09673494964222365,0.5422416441444571,42
KLAC,TXN,1,-0.20054714679332247,0.2028566776631766,42
LRCX,ADI,1,0.14417102181768723,0.3623430404865404,42
LRCX,AMAT,1,0.014532140631402379,0.9272211817794132,42
LRCX,AMD,1,0.08766734429955132,0.5809016654544723,42
LRCX,AVGO,1,0.0036141147540466956,0.981877337139613,42
LRCX,INTC,1,0.17867212520908862,0.25758312326022526,42
LRCX,KLAC,1,-0.018318474481825445,0.9083308913883976,42
LRCX,MU,1,0.12782616389602136,0.41982473479568316,42
LRCX,NVDA,1,0.035756615659225534,0.822128737189771,42
LRCX,QCOM,1,0.012934839783943438,0.9352026816064372,42
LRCX,TXN,1,0.17579929725629354,0.26543918632933594,42
MU,ADI,1,-0.03058165869798724,0.8475420746598092,42
MU,AMAT,1,-0.02003455139551943,0.8997850316506522,42
MU,AMD,1,-0.01823325524042166,0.9087555472325692,42
MU,AVGO,1,-0.09758129009145487,0.5386972809849082,42
MU,INTC,1,0.005566678077532252,0.9720895474390745,42
MU,KLAC,1,-0.08859922742841364,0.5768719653458643,42
MU,LRCX,1,0.07339373584884515,0.6441420728613041,42
MU,NVDA,1,-0.027735579506045355,0.8615856884715829,42
MU,QCOM,1,0.057779182501894503,0.7162647603252621,42
MU,TXN,1,-0.00485087699510548,0.9756773135052559,42
NVDA,ADI,1,-0.1343850785309526,0.3961650122729834,42
NVDA,AMAT,1,-0.23996074799094402,0.12585503259039976,42
NVDA,AMD,1,-0.10679087215155021,0.5008666798391255,42
NVDA,AVGO,1,-0.3526983911709404,0.021967021636085216,42
NVDA,INTC,1,-0.01990538443165769,0.9004278911265451,42
NVDA,KLAC,1,-0.375870900585688,0.014162792998454465,42
NVDA,LRCX,1,-0.18148080286799423,0.2500539794988754,42
NVDA,MU,1,-0.13608265699895639,0.39017011958967873,42
NVDA,QCOM,1,-0.2671504081952339,0.08720598802778445,42
NVDA,TXN,1,-0.19653401760989594,0.21223005211279178,42
QCOM,ADI,1,-0.18000331129488586,0.25399600583368187,42
QCOM,AMAT,1,-0.07675103238330547,0.6290202865524428,42
QCOM,AMD,1,-0.2280324907223933,0.14638053299350928,42
QCOM,AVGO,1,-0.18460676703822337,0.24184981976343245,42
QCOM,INTC,1,0.009930191578618873,0.950232885650018,42
QCOM,KLAC,1,-0.1100569247247944,0.4877840027581415,42
QCOM,LRCX,1,-0.10681911536414095,0.5007527858975784,42
QCOM,MU,1,-0.1269476296069056,0.4230533333127302,42
QCOM,NVDA,1,-0.20839230118361143,0.1853790652152425,42
QCOM,TXN,1,-0.09630869696941921,0.5440309600014435,42
TXN,ADI,1,-0.12395652247479468,0.4341498607457308,42
TXN,AMAT,1,-0.21392427954073792,0.173716982553215,42
TXN,AMD,1,0.0134558192378604,0.9325986902155399,42
TXN,AVGO,1,-0.25944142915825164,0.09707996013187858,42
TXN,INTC,1,-0.19767262615952405,0.2095405895377631,42
TXN,KLAC,1,-0.08786852517704051,0.5800306360495417,42
TXN,LRCX,1,-0.08998130939461779,0.5709189462091064,42
TXN,MU,1,0.02994189107662827,0.8506950307060703,42
TXN,NVDA,1,-0.1354355464308462,0.39244906626170795,42
TXN,QCOM,1,-0.10116700730583501,0.5238059002892141,42
ADI,AMAT,2,0.2510692581853109,0.1133321888287333,41
ADI,AMD,2,0.1374858925000191,0.39133678855797216,41
ADI,AVGO,2,0.3166732097657485,0.04367066720046342,41
ADI,INTC,2,-0.13625718321895838,0.39562418769199215,41
ADI,KLAC,2,0.1489635834211172,0.3526117329596634,41
ADI,LRCX,2,0.10814609463106904,0.5009243468156162,41
ADI,MU,2,0.21280900443206258,0.1815939876509698,41
ADI,NVDA,2,0.08653669087622044,0.5905906841709605,41
ADI,QCOM,2,0.3317343397090058,0.03410248142495842,41
ADI,TXN,2,0.17582598923373519,0.27150095754752757,41
AMAT,ADI,2,0.0038837515510981744,0.9807735202034396,41
AMAT,AMD,2,0.09381784453472808,0.5595978949315454,41
AMAT,AVGO,2,0.05319778024236153,0.7411492161674831,41
AMAT,INTC,2,-0.07886543278754245,0.6240398356339281,41
AMAT,KLAC,2,0.0029443483171079153,0.9854234515753109,41
AMAT,LRCX,2,0.18584583861226744,0.24468266624249302,41
AMAT,MU,2,0.19149631964119077,0.23037510180306442,41
AMAT,NVDA,2,-0.051312120173843456,0.7500244799188023,41
AMAT,QCOM,2,0.12338013345338707,0.4421723301086715,41
AMAT,TXN,2,0.04000771307511809,0.8038625060219164,41
AMD,ADI,2,0.00806479810351342,0.9600875795861463,41
AMD,AMAT,2,-0.11163572873749528,0.48712529590923026,41
AMD,AVGO,2,0.013566799511455526,0.9329075888763423,41
AMD,INTC,2,-0.15040805563911439,0.3479092018630263,41
AMD,KLAC,2,0.04769392977346811,0.7671427210989785,41
AMD,LRCX,2,0.15095614462664936,0.3461349551602464,41
AMD,MU,2,0.060700187906399035,0.7061743286009992,41
AMD,NVDA,2,-0.024311486100640576,0.8800723431094861,41
AMD,QCOM,2,0.3001959136885381,0.05652176783017748,41
AMD,TXN,2,0.03339061832800993,0.8358146346093593,41
AVGO,ADI,2,0.01606938268182226,0.9205677717292122,41
AVGO,AMAT,2,0.2154570190796087,0.1760923020687455,41
AVGO,AMD,2,0.18509025495157969,0.24664031145097098,41
AVGO,INTC,2,-0.20473443552529472,0.1991242305566201,41
AVGO,KLAC,2,0.14097113723105129,0.3793239470839378,41
AVGO,LRCX,2,0.3221901899467172,0.03994037911543202,41
AVGO,MU,2,0.20876257821506441,0.1902360712571558,41
AVGO,NVDA,2,0.013371324757834221,0.9338721320530259,41
AVGO,QCOM,2,0.17093941504422494,0.28525599518191513,41
AVGO,TXN,2,0.07312732218731982,0.6495611429787171,41
INTC,ADI,2,0.24981588737043794,0.11520433642107752,41
INTC,AMAT,2,0.10124239102590561,0.5287984096224334,41
INTC,AMD,2,0.08366796519291839,0.6030064395557639,41
INTC,AVGO,2,0.261724957265089,0.09833369554082338,41
INTC,KLAC,2,0.201576746273704,0.20629267840412435,41
INTC,LRCX,2,0.36715048354467505,0.01820918808366101,41
INTC,MU,2,0.3485257750353764,0.025537278602713487,41
INTC,NVDA,2,0.18481256520278022,0.247362421481508,41
INTC,QCOM,2,0.17653134638975335,0.2695521677881543,41
INTC,TXN,2,0.28652130047899443,0.0693421700022101,41
KLAC,ADI,2,0.22851583713194426,0.15070122649447626,41
KLAC,AMAT,2,0.14583315280257292,0.362934793810068,41
KLAC,AMD,2,0.1704572956712621,0.2866371988328602,41
KLAC,AVGO,2,0.17147200313494126,0.28373524132779115,41
KLAC,INTC,2,-0.006991378460008994,0.9653964504006194,41
KLAC,LRCX,2,0.2718173854803439,0.08557943323226391,41
KLAC,MU,2,0.1702115844281813,0.28734279327272816,41
KLAC,NVDA,2,0.016459403911220225,0.9186462237218291,41
KLAC,QCOM,2,0.07964515409241282,0.6206042478586129,41
KLAC,TXN,2,0.19878609036279588,0.21277615141840012,41
LRCX,ADI,2,0.2253162181561235,0.15665869042822034,41
LRCX,AMAT,2,0.10066328261931265,0.5311705777557263,41
LRCX,AMD,2,0.11149105909529222,0.4876934141321805,41
LRCX,AVGO,2,0.25375212810787173,0.10940232372413439,41
LRCX,INTC,2,-0.05663328445488784,0.7250647774606178,41
LRCX,KLAC,2,0.10396110685037835,0.5177316244516645,41
LRCX,MU,2,0.10671946600871332,0.5066224136427913,41
LRCX,NVDA,2,0.00021638520238934797,0.9989286875217733,41
LRCX,QCOM,2,0.26553652005886147,0.09335573332774372,41
LRCX,TXN,2,0.2189045764434715,0.16910977293646856,41
MU,ADI,2,0.20582758333464368,0.1966838738600274,41
MU,AMAT,2,0.0876949107979386,0.585610197124594,41
MU,AMD,2,0.29497414524363136,0.06117282578610728,41
MU,AVGO,2,0.20349043390409732,0.20192712869803464,41
MU,INTC,2,0.04415358611092651,0.7839990846178848,41
MU,KLAC,2,0.13948260239933158,0.38442767319969007,41
MU,LRCX,2,0.18552096516070057,0.2455230941746962,41
MU,NVDA,2,0.11983899320132298,0.4554805482015909,41
MU,QCOM,2,0.12750951827969753,0.42692722950302797,41
MU,TXN,2,0.24037963166196435,0.13005715705702392,41
NVDA,ADI,2,0.24217372748693872,0.1271286278007664,41
NVDA,AMAT,2,0.06284318036101726,0.696289009604248,41
NVDA,AMD,2,0.21264867676524107,0.1819309847019559,41
NVDA,AVGO,2,0.23478539646193564,0.13951176393672293,41
NVDA,INTC,2,-0.13244300883826174,0.40910573029790975,41
NVDA,KLAC,2,0.20189987982028273,0.205550955174022,41
NVDA,LRCX,2,0.28587797286159733,0.06999755544558894,41
NVDA,MU,2,0.22509108632453545,0.15708423871584287,41
NVDA,QCOM,2,0.3274651021621838,0.036620756332031545,41
NVDA,TXN,2,0.10555848730740337,0.5112834963727304,41
QCOM,ADI,2,0.12881458062383294,0.4221710992173642,41
QCOM,AMAT,2,0.14287095409279335,0.37286857417573294,41
QCOM,AMD,2,0.18831311387769595,0.23836330269626993,41
QCOM,AVGO,2,0.1710639173343438,0.28490001753400285,41
QCOM,INTC,2,-0.10302253956090184,0.5215390919210705,41
QCOM,KLAC,2,0.04988835345329542,0.7567469469028829,41
QCOM,LRCX,2,-0.024487042612683727,0.8792126941744192,41
QCOM,MU,2,-0.16335991489912485,0.307471671995859,41
QCOM,NVDA,2,0.12825937676697333,0.42419080976987456,41
QCOM,TXN,2,0.10874156078276402,0.49855570126065585,41
TXN,ADI,2,0.2668846064088959,0.09164240615028052,41
TXN,AMAT,2,0.25695506249157446,0.10484723893153491,41
TXN,AMD,2,0.10957915858122869,0.495233616959577,41
TXN,AVGO,2,0.437987096568963,0.004183161227416132,41
TXN,INTC,2,-0.10076268368662294,0.5307630385384909,41
TXN,KLAC,2,0.258098850666303,0.10325613475217699,41
TXN,LRCX,2,0.23258510857628506,0.14336641917305837,41
TXN,MU,2,0.279129627461772,0.0771705646935068,41
TXN,NVDA,2,0.1422257961059705,0.3750533802158258,41
TXN,QCOM,2,0.48801433517337084,0.0012089728627142637,41
ADI,AMAT,3,0.10345115153837557,0.5252698008582235,40
ADI,AMD,3,-0.031010540148366527,0.84934500577898,40
ADI,AVGO,3,0.028222355511817065,0.8627550982363714,40
ADI,INTC,3,0.05408525242887959,0.7402962676557441,40
ADI,KLAC,3,0.1761252845180895,0.2769848041186376,40
ADI,LRCX,3,0.019357924026669263,0.9056247573819174,40
ADI,MU,3,-0.21878884513163574,0.17498369810186132,40
ADI,NVDA,3,0.12257691730011387,0.4511436205072257,40
ADI,QCOM,3,0.01121378173915214,0.9452480612704772,40
ADI,TXN,3,0.09272281370273937,0.5693133086109261,40
AMAT,ADI,3,0.15186014630405326,0.349565252218776,40
AMAT,AMD,3,0.10301012756204761,0.527046788802362,40
AMAT,AVGO,3,0.13766036024495654,0.3969527505329973,40
AMAT,INTC,3,0.14079668503467277,0.3861789038326908,40
AMAT,KLAC,3,0.20921628904844253,0.19510127230885543,40
AMAT,LRCX,3,0.10463019195097628,0.5205336695852703,40
AMAT,MU,3,0.005608066263869318,0.9726028001148515,40
AMAT,NVDA,3,0.1805726176717209,0.26484028804905635,40
AMAT,QCOM,3,0.2864384617058608,0.0731478530954619,40
AMAT,TXN,3,0.13180652795328382,0.4175208769005323,40
AMD,ADI,3,0.006701676159388398,0.9672628094492104,40
AMD,AMAT,3,0.1365939420338231,0.4006553545878264,40
AMD,AVGO,3,-0.016081209468372912,0.9215450773611598,40
AMD,INTC,3,0.05039295230183002,0.7574714726097636,40
AMD,KLAC,3,0.2090679293726566,0.19542535455498733,40
AMD,LRCX,3,-0.18251635538028183,0.259644805720894,40
AMD,MU,3,-0.30711599695740777,0.05389833894818952,40
AMD,NVDA,3,-0.10674009277752232,0.5121113875624337,40
AMD,QCOM,3,0.0323361091688074,0.8429839386408795,40
AMD,TXN,3,0.030265077528852474,0.8529264579495921,40
AVGO,ADI,3,0.23587929298482216,0.14284107131804058,40
AVGO,AMAT,3,0.0036916913027167883,0.9819629771584617,40
AVGO,AMD,3,-0.11793999308417698,0.4685744414229316,40
AVGO,INTC,3,0.020151982563380876,0.9017719638032602,40
AVGO,KLAC,3,0.019059254596553953,0.9070744663439951,40
AVGO,LRCX,3,-0.2125651704129222,0.18788626125084806,40
AVGO,MU,3,-0.15059342669682388,0.35364657728496907,40
AVGO,NVDA,3,0.12857331199691271,0.42913462551153314,40
AVGO,QCOM,3,0.20451128807827307,0.20556415057027033,40
AVGO,TXN,3,0.1887167212672653,0.24352665055017497,40
INTC,ADI,3,-0.08045437020584834,0.6216563973854354,40
INTC,AMAT,3,-0.09678180657360633,0.5524522397416911,40
INTC,AMD,3,-0.3756656832470031,0.01690313611460792,40
INTC,AVGO,3,-0.3539298064809832,0.025055677994020975,40
INTC,KLAC,3,-0.3063570796400748,0.05452455577261017,40
INTC,LRCX,3,-0.12901616021441206,0.4275333420141998,40
INTC,MU,3,-0.26639978854999213,0.09659033671664563,40
INTC,NVDA,3,-0.2886845227397663,0.07082682441077504,40
INTC,QCOM,3,-0.2628579345504478,0.10127494641969581,40
INTC,TXN,3,-0.10103350903865146,0.5350470431566046,40
KLAC,ADI,3,-0.045329243632902014,0.7812125680107433,40
KLAC,AMAT,3,0.02074033608945937,0.8989186833787279,40
KLAC,AMD,3,-0.022085795926618267,0.8923985067659517,40
KLAC,AVGO,3,-0.04550171155284869,0.7804005924649924,40
KLAC,INTC,3,0.10328263276538961,0.5259484545442601,40
KLAC,LRCX,3,-0.0833731054922981,0.6090225499077428,40
KLAC,MU,3,-0.06902367655918308,0.6721445041045593,40
KLAC,NVDA,3,0.12619768158963726,0.4377815146404376,40
KLAC,QCOM,3,0.14021355768755311,0.3881689718559782,40
KLAC,TXN,3,0.037748389393488534,0.8171177922627901,40
LRCX,ADI,3,0.14539371093034686,0.37070081061012017,40
LRCX,AMAT,3,-0.018162743780591937,0.911427799080883,40
LRCX,AMD,3,-0.07449816843358585,0.6477696279414173,40
LRCX,AVGO,3,-0.11455682208458176,0.4815144335065895,40
LRCX,INTC,3,-0.004745815073782967,0.9768139315374529,40
LRCX,KLAC,3,0.16121235139276666,0.32032759408696077,40
LRCX,MU,3,0.030447324766276783,0.8520506094987386,40
LRCX,NVDA,3,-0.010213475589950047,0.9501257035027777,40
LRCX,QCOM,3,0.27581105298066805,0.08495009837896927,40
LRCX,TXN,3,0.061682705362007574,0.7053522112014357,40
MU,ADI,3,0.1590016707869597,0.32709616181059387,40
MU,AMAT,3,-0.19410009352410648,0.2300911758244384,40
MU,AMD,3,-0.20308187387764418,0.20881893571210242,40
MU,AVGO,3,-0.18804956812550166,0.24522777599069734,40
MU,INTC,3,0.01007428138061201,0.950804581473897,40
MU,KLAC,3,-0.03768652605889425,0.8174124239486291,40
MU,LRCX,3,-0.18512370643809697,0.25278258858457514,40
MU,NVDA,3,-0.13459615142903802,0.40764503385817963,40
MU,QCOM,3,0.1381239210655286,0.3953494671140705,40
MU,TXN,3,0.02481615818156214,0.8791888906086225,40
NVDA,ADI,3,-0.06898024008475627,0.6723392733511779,40
NVDA,AMAT,3,-0.1851866371541457,0.2526184767149373,40
NVDA,AMD,3,-0.311744947164687,0.050202483265093356,40
NVDA,AVGO,3,-0.15427531266151123,0.341863592929164,40
NVDA,INTC,3,0.11992446272502984,0.46107111415689683,40
NVDA,KLAC,3,0.11171384890188862,0.4925308550180345,40
NVDA,LRCX,3,-0.30765719951519466,0.05345529795005777,40
NVDA,MU,3,-0.15729422606457352,0.33238448628873085,40
NVDA,QCOM,3,0.049060528231980316,0.7636982341976544,40
NVDA,TXN,3,-0.010881553270878124,0.9468678470944352,40
QCOM,ADI,3,0.06515886729223413,0.6895556684072417,40
QCOM,AMAT,3,0.04974193896750152,0.7605119655957626,40
QCOM,AMD,3,-0.09254738377308352,0.5700473268974893,40
QCOM,AVGO,3,-0.07181341291422273,0.6596800494699231,40
QCOM,INTC,3,-0.18222370212814992,0.2604226850420528,40
QCOM,KLAC,3,-0.19045066308770614,0.23914268455111776,40
QCOM,LRCX,3,-0.22675050309602413,0.15942005256371172,40
QCOM,MU,3,-0.2603032157862962,0.10476033200553103,40
QCOM,NVDA,3,-0.09438602475481835,0.5623758640436218,40
QCOM,TXN,3,0.0858284397557803,0.598480362190811,40
TXN,ADI,3,0.033925495354688105,0.8353698581489619,40
TXN,AMAT,3,-0.1756439418770167,0.27832071806725556,40
TXN,AMD,3,-0.23348159738763277,0.1470670350596699,40
TXN,AVGO,3,-0.2780976576323261,0.08229358266506503,40
TXN,INTC,3,-0.12323866802022364,0.4486850790260464,40
TXN,KLAC,3,-0.17684483961657374,0.27499559129134066,40
TXN,LRCX,3,-0.32287938373871244,0.04214330480074069,40
TXN,MU,3,-0.44369009371671236,0.004134552255331991,40
TXN,NVDA,3,-0.14933073236936323,0.35774357518813105,40
TXN,QCOM,3,-0.04860194379339882,0.7658447379136759,40
ADI,AMAT,4,-0.19322184368655812,0.23857470537058512,39
ADI,AMD,4,0.19265386127181755,0.23998440235021823,39
ADI,AVGO,4,-0.20844468429492474,0.20286686497941342,39
ADI,INTC,4,0.09792892121086581,0.5531163831860002,39
ADI,KLAC,4,-0.0706064194346096,0.6692885514268294,39
ADI,LRCX,4,0.025159533359019683,0.8791607931684706,39
ADI,MU,4,0.04310763818859115,0.7944245949435751,39
ADI,NVDA,4,-0.07355310598406423,0.6563213351855333,39
ADI,QCOM,4,-0.16479659285201756,0.31607985863010235,39
ADI,TXN,4,-0.08504015110767074,0.6067411273156478,39
AMAT,ADI,4,-0.15120253694451544,0.3581815693523378,39
AMAT,AMD,4,-0.07392305679867987,0.654700220762293,39
AMAT,AVGO,4,-0.12270343255917236,0.456773472172471,39
AMAT,INTC,4,0.13027053033551728,0.4292665875729895,39
AMAT,KLAC,4,-0.18061484056607613,0.27119227533375456,39
AMAT,LRCX,4,-0.16035420914207715,0.32948098644483137,39
AMAT,MU,4,-0.04293260361100999,0.7952414628256559,39
AMAT,NVDA,4,-0.1274371996658088,0.4394561316792227,39
AMAT,QCOM,4,-0.27149858193355003,0.09454144705864143,39
AMAT,TXN,4,-0.08487010063997845,0.6074632859766647,39
AMD,ADI,4,-0.0677825761470887,0.6818045982175462,39
AMD,AMAT,4,0.032130511796709414,0.8460376256313049,39
AMD,AVGO,4,-0.04797355168539,0.7718053255940762,39
AMD,INTC,4,-0.05292004601568798,0.7490006437025105,39
AMD,KLAC,4,-0.1728426464657028,0.2926948778328018,39
AMD,LRCX,4,0.011179194722015619,0.946148122227285,39
AMD,MU,4,-0.11411271772540578,0.4891178803630831,39
AMD,NVDA,4,0.06539359711902511,0.6924593243125576,39
AMD,QCOM,4,-0.009044195386393656,0.9564217682275922,39
AMD,TXN,4,-6.0665582584389126e-05,0.9997075516189418,39
AVGO,ADI,4,-0.2522319767708284,0.1213561769276601,39
AVGO,AMAT,4,-0.3107687160914701,0.054155953599083206,39
AVGO,AMD,4,0.0013812960429161077,0.9933413100638133,39
AVGO,INTC,4,0.03656503249857481,0.8250979553235083,39
AVGO,KLAC,4,-0.06871273582132269,0.6776723952600687,39
AVGO,LRCX,4,-0.09749675443573715,0.5548777296005918,39
AVGO,MU,4,-0.11081103476934831,0.501855869690985,39
AVGO,NVDA,4,-0.1349532342819227,0.4127183038288722,39
AVGO,QCOM,4,-0.2601544781843138,0.10971316525282182,39
AVGO,TXN,4,-0.19230114823748917,0.24086264155067427,39
INTC,ADI,4,0.25533201273985123,0.11669476446125193,39
INTC,AMAT,4,0.34797071813768055,0.029952318296651903,39
INTC,AMD,4,0.33978961771912664,0.03431343953035504,39
INTC,AVGO,4,0.40392916425961517,0.010767179922835046,39
INTC,KLAC,4,0.3739762063813378,0.019011269728464786,39
INTC,LRCX,4,0.06487607195147821,0.6947752551654292,39
INTC,MU,4,0.23910240068802374,0.14265597550339204,39
INTC,NVDA,4,0.32413254700852806,0.04410807518603321,39
INTC,QCOM,4,0.25762491705949314,0.11333469673480212,39
INTC,TXN,4,0.34601465614166366,0.030951067882459604,39
KLAC,ADI,4,-0.014248640356218846,0.9313933587686747,39
KLAC,AMAT,4,0.1893663344148129,0.24825434442118577,39
KLAC,AMD,4,0.04014513771244094,0.8082787295340108,39
KLAC,AVGO,4,0.0600685702479527,0.7164170695210668,39
KLAC,INTC,4,-0.1292161326432134,0.43304305770762785,39
KLAC,LRCX,4,0.07339925069942196,0.6569959824841018,39
KLAC,MU,4,0.05728805907153217,0.7290357390944573,39
KLAC,NVDA,4,-0.04060527299780515,0.8061230077258073,39
KLAC,QCOM,4,-0.038029552708509946,0.8182079257383199,39
KLAC,TXN,4,-0.08021664493758211,0.6273659676022283,39
LRCX,ADI,4,0.02526912745079833,0.8786383241243629,39
LRCX,AMAT,4,0.24607749705610912,0.13102214742241403,39
LRCX,AMD,4,-0.11582789400118798,0.48256722762649185,39
LRCX,AVGO,4,0.16085359420442696,0.3279571638715595,39
LRCX,INTC,4,-0.038934347467413755,0.8139578826588911,39
LRCX,KLAC,4,0.03526610550187275,0.8312197759062689,39
LRCX,MU,4,-0.06772728132013787,0.682050533463058,39
LRCX,NVDA,4,0.021435999117573497,0.8969406068517816,39
LRCX,QCOM,4,0.03813025298218616,0.8177346560588208,39
LRCX,TXN,4,0.07653623738334706,0.6432941121104483,39
MU,ADI,4,0.00438442823880574,0.9788665146733586,39
MU,AMAT,4,0.06299537411594335,0.7032142852636316,39
MU,AMD,4,-0.10181765284833305,0.5373867459485262,39
MU,AVGO,4,0.07064533176513145,0.669116685587622,39
MU,INTC,4,-0.17298127215102696,0.2923020060942614,39
MU,KLAC,4,0.11364422957782228,0.4909150935660094,39
MU,LRCX,4,0.167282069634004,0.3087339628830139,39
MU,NVDA,4,0.09606498601560269,0.5607317756409356,39
MU,QCOM,4,0.11917611062942707,0.46991251724829364,39
MU,TXN,4,0.008965721660961183,0.9567995272180252,39
NVDA,ADI,4,-0.04614489058695503,0.7802851796709223,39
NVDA,AMAT,4,0.0989256693477626,0.5490640690280604,39
NVDA,AMD,4,0.1095298005716355,0.5068438339917969,39
NVDA,AVGO,4,-9.06324577571957e-05,0.9995630913985778,39
NVDA,INTC,4,-0.12371497652651271,0.45304241052738403,39
NVDA,KLAC,4,-0.11181862456587999,0.4979508027179498,39
NVDA,LRCX,4,0.14350396270829885,0.38345516243240807,39
NVDA,MU,4,-0.13306511163573684,0.41934670349364445,39
NVDA,QCOM,4,-0.1156172676308643,0.48336918788605,39
NVDA,TXN,4,-0.0654747422580364,0.6920964481416634,39
QCOM,ADI,4,-0.30049049541483436,0.06306636191606874,39
QCOM,AMAT,4,-0.173352713218114,0.2912509993702894,39
QCOM,AMD,4,-0.06324041355660098,0.7021127349636442,39
QCOM,AVGO,4,-0.09326207048102654,0.5722742783154806,39
QCOM,INTC,4,-0.041923072758525734,0.7999570124356907,39
QCOM,KLAC,4,-0.07681237122597731,0.6420934696824714,39
QCOM,LRCX,4,-0.10998277961181435,0.5050774946339796,39
QCOM,MU,4,0.11212321864005487,0.49677336192556654,39
QCOM,NVDA,4,-0.148217041153275,0.3678608161248449,39
QCOM,TXN,4,-0.19300827242990684,0.23910411712338053,39
TXN,ADI,4,-0.09960319551073386,0.5463176058614208,39
TXN,AMAT,4,-0.06745435507217767,0.6832649037280625,39
TXN,AMD,4,0.17752500480449784,0.2796128762847965,39
TXN,AVGO,4,0.07192993350876696,0.6634523027805752,39
TXN,INTC,4,0.13199545622237024,0.42312828100399824,39
TXN,KLAC,4,0.14045518178834013,0.3937462316404994,39
TXN,LRCX,4,-0.04418701616204601,0.7893920583968819,39
TXN,MU,4,-0.024491857207803395,0.8823448947298222,39
TXN,NVDA,4,0.07593126427608221,0.6459276826691411,39
TXN,QCOM,4,-0.09955801897885456,0.5465005330258585,39
ADI,AMAT,5,0.2727072977021592,0.09762274047124198,38
ADI,AMD,5,0.14227567836363875,0.39416124277700204,38
ADI,AVGO,5,0.24542133897353494,0.13750100731225245,38
ADI,INTC,5,-0.12830491195246044,0.44267445671166206,38
ADI,KLAC,5,0.24799540667926784,0.13329299818774532,38
